,Topic,Date,Time,Amps,datetime
177832,meduk2/capstone/power1,4/27/2023,2:11:47,0.53,2023-04-27 02:11:47
177833,meduk2/capstone/power1,4/27/2023,2:11:48,0.53,2023-04-27 02:11:48
177834,meduk2/capstone/power1,4/27/2023,2:11:49,0.71,2023-04-27 02:11:49
177835,meduk2/capstone/power1,4/27/2023,2:11:50,0.5,2023-04-27 02:11:50
177836,meduk2/capstone/power1,4/27/2023,2:11:51,0.5,2023-04-27 02:11:51
177837,meduk2/capstone/power1,4/27/2023,2:11:52,0.54,2023-04-27 02:11:52
177838,meduk2/capstone/power1,4/27/2023,2:11:53,0.58,2023-04-27 02:11:53
177839,meduk2/capstone/power1,4/27/2023,2:11:55,0.49,2023-04-27 02:11:55
177840,meduk2/capstone/power1,4/27/2023,2:11:56,0.48,2023-04-27 02:11:56
177841,meduk2/capstone/power1,4/27/2023,2:11:57,0.5,2023-04-27 02:11:57
177842,meduk2/capstone/power1,4/27/2023,2:11:58,0.5,2023-04-27 02:11:58
177843,meduk2/capstone/power1,4/27/2023,2:11:59,0.51,2023-04-27 02:11:59
177844,meduk2/capstone/power1,4/27/2023,2:12:00,0.48,2023-04-27 02:12:00
177845,meduk2/capstone/power1,4/27/2023,2:12:01,0.56,2023-04-27 02:12:01
177846,meduk2/capstone/power1,4/27/2023,2:12:02,0.52,2023-04-27 02:12:02
177847,meduk2/capstone/power1,4/27/2023,2:12:04,0.55,2023-04-27 02:12:04
177848,meduk2/capstone/power1,4/27/2023,2:12:05,0.59,2023-04-27 02:12:05
177849,meduk2/capstone/power1,4/27/2023,2:12:06,0.57,2023-04-27 02:12:06
177850,meduk2/capstone/power1,4/27/2023,2:12:07,0.51,2023-04-27 02:12:07
177851,meduk2/capstone/power1,4/27/2023,2:12:08,0.5,2023-04-27 02:12:08
177852,meduk2/capstone/power1,4/27/2023,2:12:09,0.5,2023-04-27 02:12:09
177853,meduk2/capstone/power1,4/27/2023,2:12:10,0.51,2023-04-27 02:12:10
177854,meduk2/capstone/power1,4/27/2023,2:12:11,0.47,2023-04-27 02:12:11
177855,meduk2/capstone/power1,4/27/2023,2:12:13,0.5,2023-04-27 02:12:13
177856,meduk2/capstone/power1,4/27/2023,2:12:14,0.53,2023-04-27 02:12:14
177857,meduk2/capstone/power1,4/27/2023,2:12:15,0.5,2023-04-27 02:12:15
177858,meduk2/capstone/power1,4/27/2023,2:12:16,0.62,2023-04-27 02:12:16
177859,meduk2/capstone/power1,4/27/2023,2:12:17,0.49,2023-04-27 02:12:17
177860,meduk2/capstone/power1,4/27/2023,2:12:18,0.52,2023-04-27 02:12:18
177861,meduk2/capstone/power1,4/27/2023,2:12:19,0.53,2023-04-27 02:12:19
177862,meduk2/capstone/power1,4/27/2023,2:12:21,0.52,2023-04-27 02:12:21
177863,meduk2/capstone/power1,4/27/2023,2:12:22,0.49,2023-04-27 02:12:22
177864,meduk2/capstone/power1,4/27/2023,2:12:23,0.48,2023-04-27 02:12:23
177865,meduk2/capstone/power1,4/27/2023,2:12:24,0.51,2023-04-27 02:12:24
177866,meduk2/capstone/power1,4/27/2023,2:12:25,0.46,2023-04-27 02:12:25
177867,meduk2/capstone/power1,4/27/2023,2:12:26,0.53,2023-04-27 02:12:26
177868,meduk2/capstone/power1,4/27/2023,2:12:27,0.47,2023-04-27 02:12:27
177869,meduk2/capstone/power1,4/27/2023,2:12:28,0.5,2023-04-27 02:12:28
177870,meduk2/capstone/power1,4/27/2023,2:12:30,0.51,2023-04-27 02:12:30
177871,meduk2/capstone/power1,4/27/2023,2:12:31,0.51,2023-04-27 02:12:31
177872,meduk2/capstone/power1,4/27/2023,2:12:32,0.5,2023-04-27 02:12:32
177873,meduk2/capstone/power1,4/27/2023,2:12:33,0.55,2023-04-27 02:12:33
177874,meduk2/capstone/power1,4/27/2023,2:12:34,0.56,2023-04-27 02:12:34
177875,meduk2/capstone/power1,4/27/2023,2:12:35,0.47,2023-04-27 02:12:35
177876,meduk2/capstone/power1,4/27/2023,2:12:36,0.51,2023-04-27 02:12:36
177877,meduk2/capstone/power1,4/27/2023,2:12:37,0.51,2023-04-27 02:12:37
177878,meduk2/capstone/power1,4/27/2023,2:12:39,0.49,2023-04-27 02:12:39
177879,meduk2/capstone/power1,4/27/2023,2:12:40,0.53,2023-04-27 02:12:40
177880,meduk2/capstone/power1,4/27/2023,2:12:41,0.48,2023-04-27 02:12:41
177881,meduk2/capstone/power1,4/27/2023,2:12:42,0.53,2023-04-27 02:12:42
177882,meduk2/capstone/power1,4/27/2023,2:12:43,0.48,2023-04-27 02:12:43
177883,meduk2/capstone/power1,4/27/2023,2:12:44,0.52,2023-04-27 02:12:44
177884,meduk2/capstone/power1,4/27/2023,2:12:45,0.49,2023-04-27 02:12:45
177885,meduk2/capstone/power1,4/27/2023,2:12:47,0.49,2023-04-27 02:12:47
177886,meduk2/capstone/power1,4/27/2023,2:12:48,0.5,2023-04-27 02:12:48
177887,meduk2/capstone/power1,4/27/2023,2:12:49,0.72,2023-04-27 02:12:49
177888,meduk2/capstone/power1,4/27/2023,2:12:50,0.51,2023-04-27 02:12:50
177889,meduk2/capstone/power1,4/27/2023,2:12:51,0.48,2023-04-27 02:12:51
177890,meduk2/capstone/power1,4/27/2023,2:12:52,0.62,2023-04-27 02:12:52
177891,meduk2/capstone/power1,4/27/2023,2:12:53,0.46,2023-04-27 02:12:53
177892,meduk2/capstone/power1,4/27/2023,2:12:54,0.5,2023-04-27 02:12:54
177893,meduk2/capstone/power1,4/27/2023,2:12:56,0.47,2023-04-27 02:12:56
177894,meduk2/capstone/power1,4/27/2023,2:12:57,0.54,2023-04-27 02:12:57
177895,meduk2/capstone/power1,4/27/2023,2:12:58,0.5,2023-04-27 02:12:58
177896,meduk2/capstone/power1,4/27/2023,2:12:59,0.5,2023-04-27 02:12:59
177897,meduk2/capstone/power1,4/27/2023,2:13:00,0.51,2023-04-27 02:13:00
177898,meduk2/capstone/power1,4/27/2023,2:13:01,0.49,2023-04-27 02:13:01
177899,meduk2/capstone/power1,4/27/2023,2:13:02,0.52,2023-04-27 02:13:02
177900,meduk2/capstone/power1,4/27/2023,2:13:03,0.53,2023-04-27 02:13:03
177901,meduk2/capstone/power1,4/27/2023,2:13:05,0.51,2023-04-27 02:13:05
177902,meduk2/capstone/power1,4/27/2023,2:13:06,0.56,2023-04-27 02:13:06
177903,meduk2/capstone/power1,4/27/2023,2:13:07,0.47,2023-04-27 02:13:07
177904,meduk2/capstone/power1,4/27/2023,2:13:08,0.5,2023-04-27 02:13:08
177905,meduk2/capstone/power1,4/27/2023,2:13:09,0.48,2023-04-27 02:13:09
177906,meduk2/capstone/power1,4/27/2023,2:13:10,0.55,2023-04-27 02:13:10
177907,meduk2/capstone/power1,4/27/2023,2:13:11,0.5,2023-04-27 02:13:11
177908,meduk2/capstone/power1,4/27/2023,2:13:13,0.48,2023-04-27 02:13:13
177909,meduk2/capstone/power1,4/27/2023,2:13:14,0.5,2023-04-27 02:13:14
177910,meduk2/capstone/power1,4/27/2023,2:13:15,0.48,2023-04-27 02:13:15
177911,meduk2/capstone/power1,4/27/2023,2:13:16,0.51,2023-04-27 02:13:16
177912,meduk2/capstone/power1,4/27/2023,2:13:17,0.53,2023-04-27 02:13:17
177913,meduk2/capstone/power1,4/27/2023,2:13:18,0.52,2023-04-27 02:13:18
177914,meduk2/capstone/power1,4/27/2023,2:13:19,0.52,2023-04-27 02:13:19
177915,meduk2/capstone/power1,4/27/2023,2:13:20,0.5,2023-04-27 02:13:20
177916,meduk2/capstone/power1,4/27/2023,2:13:22,0.48,2023-04-27 02:13:22
177917,meduk2/capstone/power1,4/27/2023,2:13:23,0.56,2023-04-27 02:13:23
177918,meduk2/capstone/power1,4/27/2023,2:13:24,0.5,2023-04-27 02:13:24
177919,meduk2/capstone/power1,4/27/2023,2:13:25,0.51,2023-04-27 02:13:25
177920,meduk2/capstone/power1,4/27/2023,2:13:26,0.52,2023-04-27 02:13:26
177921,meduk2/capstone/power1,4/27/2023,2:13:27,0.51,2023-04-27 02:13:27
177922,meduk2/capstone/power1,4/27/2023,2:13:28,0.5,2023-04-27 02:13:28
177923,meduk2/capstone/power1,4/27/2023,2:13:30,0.64,2023-04-27 02:13:30
177924,meduk2/capstone/power1,4/27/2023,2:13:31,0.55,2023-04-27 02:13:31
177925,meduk2/capstone/power1,4/27/2023,2:13:32,0.5,2023-04-27 02:13:32
177926,meduk2/capstone/power1,4/27/2023,2:13:33,0.49,2023-04-27 02:13:33
177927,meduk2/capstone/power1,4/27/2023,2:13:34,0.5,2023-04-27 02:13:34
177928,meduk2/capstone/power1,4/27/2023,2:13:35,0.74,2023-04-27 02:13:35
177929,meduk2/capstone/power1,4/27/2023,2:13:36,0.52,2023-04-27 02:13:36
177930,meduk2/capstone/power1,4/27/2023,2:13:37,0.5,2023-04-27 02:13:37
177931,meduk2/capstone/power1,4/27/2023,2:13:39,0.53,2023-04-27 02:13:39
177932,meduk2/capstone/power1,4/27/2023,2:13:40,0.56,2023-04-27 02:13:40
177933,meduk2/capstone/power1,4/27/2023,2:13:41,0.51,2023-04-27 02:13:41
177934,meduk2/capstone/power1,4/27/2023,2:13:42,0.52,2023-04-27 02:13:42
177935,meduk2/capstone/power1,4/27/2023,2:13:43,0.51,2023-04-27 02:13:43
177936,meduk2/capstone/power1,4/27/2023,2:13:44,0.48,2023-04-27 02:13:44
177937,meduk2/capstone/power1,4/27/2023,2:13:45,0.5,2023-04-27 02:13:45
177938,meduk2/capstone/power1,4/27/2023,2:13:46,0.56,2023-04-27 02:13:46
177939,meduk2/capstone/power1,4/27/2023,2:13:48,0.59,2023-04-27 02:13:48
177940,meduk2/capstone/power1,4/27/2023,2:13:49,0.66,2023-04-27 02:13:49
177941,meduk2/capstone/power1,4/27/2023,2:13:50,0.52,2023-04-27 02:13:50
177942,meduk2/capstone/power1,4/27/2023,2:13:51,0.69,2023-04-27 02:13:51
177943,meduk2/capstone/power1,4/27/2023,2:13:52,0.51,2023-04-27 02:13:52
177944,meduk2/capstone/power1,4/27/2023,2:13:53,0.53,2023-04-27 02:13:53
177945,meduk2/capstone/power1,4/27/2023,2:13:54,0.51,2023-04-27 02:13:54
177946,meduk2/capstone/power1,4/27/2023,2:13:56,0.54,2023-04-27 02:13:56
177947,meduk2/capstone/power1,4/27/2023,2:13:57,0.51,2023-04-27 02:13:57
177948,meduk2/capstone/power1,4/27/2023,2:13:58,0.49,2023-04-27 02:13:58
177949,meduk2/capstone/power1,4/27/2023,2:13:59,0.54,2023-04-27 02:13:59
177950,meduk2/capstone/power1,4/27/2023,2:14:00,0.52,2023-04-27 02:14:00
177951,meduk2/capstone/power1,4/27/2023,2:14:01,0.5,2023-04-27 02:14:01
177952,meduk2/capstone/power1,4/27/2023,2:14:02,0.5,2023-04-27 02:14:02
177953,meduk2/capstone/power1,4/27/2023,2:14:03,0.45,2023-04-27 02:14:03
177954,meduk2/capstone/power1,4/27/2023,2:14:05,0.5,2023-04-27 02:14:05
177955,meduk2/capstone/power1,4/27/2023,2:14:06,0.57,2023-04-27 02:14:06
177956,meduk2/capstone/power1,4/27/2023,2:14:07,0.61,2023-04-27 02:14:07
177957,meduk2/capstone/power1,4/27/2023,2:14:08,0.47,2023-04-27 02:14:08
177958,meduk2/capstone/power1,4/27/2023,2:14:09,0.49,2023-04-27 02:14:09
177959,meduk2/capstone/power1,4/27/2023,2:14:10,0.52,2023-04-27 02:14:10
177960,meduk2/capstone/power1,4/27/2023,2:14:11,0.48,2023-04-27 02:14:11
177961,meduk2/capstone/power1,4/27/2023,2:14:12,0.54,2023-04-27 02:14:12
177962,meduk2/capstone/power1,4/27/2023,2:14:14,0.49,2023-04-27 02:14:14
177963,meduk2/capstone/power1,4/27/2023,2:14:15,0.62,2023-04-27 02:14:15
177964,meduk2/capstone/power1,4/27/2023,2:14:16,0.52,2023-04-27 02:14:16
177965,meduk2/capstone/power1,4/27/2023,2:14:17,0.53,2023-04-27 02:14:17
177966,meduk2/capstone/power1,4/27/2023,2:14:18,0.56,2023-04-27 02:14:18
177967,meduk2/capstone/power1,4/27/2023,2:14:19,0.53,2023-04-27 02:14:19
177968,meduk2/capstone/power1,4/27/2023,2:14:20,0.49,2023-04-27 02:14:20
177969,meduk2/capstone/power1,4/27/2023,2:14:22,0.51,2023-04-27 02:14:22
177970,meduk2/capstone/power1,4/27/2023,2:14:23,0.56,2023-04-27 02:14:23
177971,meduk2/capstone/power1,4/27/2023,2:14:24,0.49,2023-04-27 02:14:24
177972,meduk2/capstone/power1,4/27/2023,2:14:25,0.5,2023-04-27 02:14:25
177973,meduk2/capstone/power1,4/27/2023,2:14:26,0.55,2023-04-27 02:14:26
177974,meduk2/capstone/power1,4/27/2023,2:14:27,0.58,2023-04-27 02:14:27
177975,meduk2/capstone/power1,4/27/2023,2:14:28,0.54,2023-04-27 02:14:28
177976,meduk2/capstone/power1,4/27/2023,2:14:29,0.52,2023-04-27 02:14:29
177977,meduk2/capstone/power1,4/27/2023,2:14:31,0.52,2023-04-27 02:14:31
177978,meduk2/capstone/power1,4/27/2023,2:14:32,0.54,2023-04-27 02:14:32
177979,meduk2/capstone/power1,4/27/2023,2:14:33,0.52,2023-04-27 02:14:33
177980,meduk2/capstone/power1,4/27/2023,2:14:34,0.46,2023-04-27 02:14:34
177981,meduk2/capstone/power1,4/27/2023,2:14:35,0.46,2023-04-27 02:14:35
177982,meduk2/capstone/power1,4/27/2023,2:14:36,0.65,2023-04-27 02:14:36
177983,meduk2/capstone/power1,4/27/2023,2:14:37,0.5,2023-04-27 02:14:37
177984,meduk2/capstone/power1,4/27/2023,2:14:38,0.53,2023-04-27 02:14:38
177985,meduk2/capstone/power1,4/27/2023,2:14:40,0.52,2023-04-27 02:14:40
177986,meduk2/capstone/power1,4/27/2023,2:14:41,0.53,2023-04-27 02:14:41
177987,meduk2/capstone/power1,4/27/2023,2:14:42,0.54,2023-04-27 02:14:42
177988,meduk2/capstone/power1,4/27/2023,2:14:43,0.48,2023-04-27 02:14:43
177989,meduk2/capstone/power1,4/27/2023,2:14:44,0.53,2023-04-27 02:14:44
177990,meduk2/capstone/power1,4/27/2023,2:14:45,0.51,2023-04-27 02:14:45
177991,meduk2/capstone/power1,4/27/2023,2:14:46,0.46,2023-04-27 02:14:46
177992,meduk2/capstone/power1,4/27/2023,2:14:48,0.48,2023-04-27 02:14:48
177993,meduk2/capstone/power1,4/27/2023,2:14:49,0.64,2023-04-27 02:14:49
177994,meduk2/capstone/power1,4/27/2023,2:14:50,0.74,2023-04-27 02:14:50
177995,meduk2/capstone/power1,4/27/2023,2:14:51,0.51,2023-04-27 02:14:51
177996,meduk2/capstone/power1,4/27/2023,2:14:52,0.49,2023-04-27 02:14:52
177997,meduk2/capstone/power1,4/27/2023,2:14:53,0.46,2023-04-27 02:14:53
177998,meduk2/capstone/power1,4/27/2023,2:14:54,0.48,2023-04-27 02:14:54
177999,meduk2/capstone/power1,4/27/2023,2:14:55,0.5,2023-04-27 02:14:55
178000,meduk2/capstone/power1,4/27/2023,2:14:57,0.49,2023-04-27 02:14:57
178001,meduk2/capstone/power1,4/27/2023,2:14:58,0.54,2023-04-27 02:14:58
178002,meduk2/capstone/power1,4/27/2023,2:14:59,0.5,2023-04-27 02:14:59
178003,meduk2/capstone/power1,4/27/2023,2:15:00,0.49,2023-04-27 02:15:00
178004,meduk2/capstone/power1,4/27/2023,2:15:01,0.68,2023-04-27 02:15:01
178005,meduk2/capstone/power1,4/27/2023,2:15:02,0.49,2023-04-27 02:15:02
178006,meduk2/capstone/power1,4/27/2023,2:15:03,0.51,2023-04-27 02:15:03
178007,meduk2/capstone/power1,4/27/2023,2:15:05,0.49,2023-04-27 02:15:05
178008,meduk2/capstone/power1,4/27/2023,2:15:06,0.5,2023-04-27 02:15:06
178009,meduk2/capstone/power1,4/27/2023,2:15:07,0.71,2023-04-27 02:15:07
178010,meduk2/capstone/power1,4/27/2023,2:15:08,0.74,2023-04-27 02:15:08
178011,meduk2/capstone/power1,4/27/2023,2:15:09,0.62,2023-04-27 02:15:09
178012,meduk2/capstone/power1,4/27/2023,2:15:10,0.49,2023-04-27 02:15:10
178013,meduk2/capstone/power1,4/27/2023,2:15:11,0.57,2023-04-27 02:15:11
178014,meduk2/capstone/power1,4/27/2023,2:15:12,0.58,2023-04-27 02:15:12
178015,meduk2/capstone/power1,4/27/2023,2:15:14,0.49,2023-04-27 02:15:14
178016,meduk2/capstone/power1,4/27/2023,2:15:15,0.51,2023-04-27 02:15:15
178017,meduk2/capstone/power1,4/27/2023,2:15:16,0.45,2023-04-27 02:15:16
178018,meduk2/capstone/power1,4/27/2023,2:15:17,0.47,2023-04-27 02:15:17
178019,meduk2/capstone/power1,4/27/2023,2:15:18,0.52,2023-04-27 02:15:18
178020,meduk2/capstone/power1,4/27/2023,2:15:19,0.49,2023-04-27 02:15:19
178021,meduk2/capstone/power1,4/27/2023,2:15:20,0.52,2023-04-27 02:15:20
178022,meduk2/capstone/power1,4/27/2023,2:15:21,0.53,2023-04-27 02:15:21
178023,meduk2/capstone/power1,4/27/2023,2:15:23,0.48,2023-04-27 02:15:23
178024,meduk2/capstone/power1,4/27/2023,2:15:24,0.54,2023-04-27 02:15:24
178025,meduk2/capstone/power1,4/27/2023,2:15:25,0.51,2023-04-27 02:15:25
178026,meduk2/capstone/power1,4/27/2023,2:15:26,0.49,2023-04-27 02:15:26
178027,meduk2/capstone/power1,4/27/2023,2:15:27,0.51,2023-04-27 02:15:27
178028,meduk2/capstone/power1,4/27/2023,2:15:28,0.49,2023-04-27 02:15:28
178029,meduk2/capstone/power1,4/27/2023,2:15:29,0.55,2023-04-27 02:15:29
178030,meduk2/capstone/power1,4/27/2023,2:15:31,0.58,2023-04-27 02:15:31
178031,meduk2/capstone/power1,4/27/2023,2:15:32,0.57,2023-04-27 02:15:32
178032,meduk2/capstone/power1,4/27/2023,2:15:33,0.5,2023-04-27 02:15:33
178033,meduk2/capstone/power1,4/27/2023,2:15:34,0.47,2023-04-27 02:15:34
178034,meduk2/capstone/power1,4/27/2023,2:15:35,0.5,2023-04-27 02:15:35
178035,meduk2/capstone/power1,4/27/2023,2:15:36,0.48,2023-04-27 02:15:36
178036,meduk2/capstone/power1,4/27/2023,2:15:37,0.47,2023-04-27 02:15:37
178037,meduk2/capstone/power1,4/27/2023,2:15:38,0.52,2023-04-27 02:15:38
178038,meduk2/capstone/power1,4/27/2023,2:15:40,0.46,2023-04-27 02:15:40
178039,meduk2/capstone/power1,4/27/2023,2:15:41,0.51,2023-04-27 02:15:41
178040,meduk2/capstone/power1,4/27/2023,2:15:42,0.47,2023-04-27 02:15:42
178041,meduk2/capstone/power1,4/27/2023,2:15:43,0.5,2023-04-27 02:15:43
178042,meduk2/capstone/power1,4/27/2023,2:15:44,0.5,2023-04-27 02:15:44
178043,meduk2/capstone/power1,4/27/2023,2:15:45,0.49,2023-04-27 02:15:45
178044,meduk2/capstone/power1,4/27/2023,2:15:46,0.48,2023-04-27 02:15:46
178045,meduk2/capstone/power1,4/27/2023,2:15:47,0.74,2023-04-27 02:15:47
178046,meduk2/capstone/power1,4/27/2023,2:15:49,0.48,2023-04-27 02:15:49
178047,meduk2/capstone/power1,4/27/2023,2:15:50,0.62,2023-04-27 02:15:50
178048,meduk2/capstone/power1,4/27/2023,2:15:51,0.47,2023-04-27 02:15:51
178049,meduk2/capstone/power1,4/27/2023,2:15:52,0.52,2023-04-27 02:15:52
178050,meduk2/capstone/power1,4/27/2023,2:15:53,0.52,2023-04-27 02:15:53
178051,meduk2/capstone/power1,4/27/2023,2:15:54,0.49,2023-04-27 02:15:54
178052,meduk2/capstone/power1,4/27/2023,2:15:55,0.49,2023-04-27 02:15:55
178053,meduk2/capstone/power1,4/27/2023,2:15:57,0.46,2023-04-27 02:15:57
178054,meduk2/capstone/power1,4/27/2023,2:15:58,0.53,2023-04-27 02:15:58
178055,meduk2/capstone/power1,4/27/2023,2:15:59,0.78,2023-04-27 02:15:59
178056,meduk2/capstone/power1,4/27/2023,2:16:00,0.51,2023-04-27 02:16:00
178057,meduk2/capstone/power1,4/27/2023,2:16:01,0.68,2023-04-27 02:16:01
178058,meduk2/capstone/power1,4/27/2023,2:16:02,0.79,2023-04-27 02:16:02
178059,meduk2/capstone/power1,4/27/2023,2:16:03,0.55,2023-04-27 02:16:03
178060,meduk2/capstone/power1,4/27/2023,2:16:04,0.52,2023-04-27 02:16:04
178061,meduk2/capstone/power1,4/27/2023,2:16:06,0.49,2023-04-27 02:16:06
178062,meduk2/capstone/power1,4/27/2023,2:16:07,0.57,2023-04-27 02:16:07
178063,meduk2/capstone/power1,4/27/2023,2:16:08,0.48,2023-04-27 02:16:08
178064,meduk2/capstone/power1,4/27/2023,2:16:09,0.74,2023-04-27 02:16:09
178065,meduk2/capstone/power1,4/27/2023,2:16:10,0.53,2023-04-27 02:16:10
178066,meduk2/capstone/power1,4/27/2023,2:16:11,0.51,2023-04-27 02:16:11
178067,meduk2/capstone/power1,4/27/2023,2:16:12,0.58,2023-04-27 02:16:12
178068,meduk2/capstone/power1,4/27/2023,2:16:13,0.52,2023-04-27 02:16:13
178069,meduk2/capstone/power1,4/27/2023,2:16:15,0.5,2023-04-27 02:16:15
178070,meduk2/capstone/power1,4/27/2023,2:16:16,0.52,2023-04-27 02:16:16
178071,meduk2/capstone/power1,4/27/2023,2:16:17,0.49,2023-04-27 02:16:17
178072,meduk2/capstone/power1,4/27/2023,2:16:18,0.56,2023-04-27 02:16:18
178073,meduk2/capstone/power1,4/27/2023,2:16:19,0.51,2023-04-27 02:16:19
178074,meduk2/capstone/power1,4/27/2023,2:16:20,0.58,2023-04-27 02:16:20
178075,meduk2/capstone/power1,4/27/2023,2:16:21,0.49,2023-04-27 02:16:21
178076,meduk2/capstone/power1,4/27/2023,2:16:23,0.52,2023-04-27 02:16:23
178077,meduk2/capstone/power1,4/27/2023,2:16:24,0.49,2023-04-27 02:16:24
178078,meduk2/capstone/power1,4/27/2023,2:16:25,0.5,2023-04-27 02:16:25
178079,meduk2/capstone/power1,4/27/2023,2:16:26,0.5,2023-04-27 02:16:26
178080,meduk2/capstone/power1,4/27/2023,2:16:27,0.58,2023-04-27 02:16:27
178081,meduk2/capstone/power1,4/27/2023,2:16:28,0.5,2023-04-27 02:16:28
178082,meduk2/capstone/power1,4/27/2023,2:16:29,0.5,2023-04-27 02:16:29
178083,meduk2/capstone/power1,4/27/2023,2:16:30,0.57,2023-04-27 02:16:30
178084,meduk2/capstone/power1,4/27/2023,2:16:32,0.58,2023-04-27 02:16:32
178085,meduk2/capstone/power1,4/27/2023,2:16:33,0.81,2023-04-27 02:16:33
178086,meduk2/capstone/power1,4/27/2023,2:16:34,0.49,2023-04-27 02:16:34
178087,meduk2/capstone/power1,4/27/2023,2:16:35,0.51,2023-04-27 02:16:35
178088,meduk2/capstone/power1,4/27/2023,2:16:36,0.62,2023-04-27 02:16:36
178089,meduk2/capstone/power1,4/27/2023,2:16:37,0.54,2023-04-27 02:16:37
178090,meduk2/capstone/power1,4/27/2023,2:16:38,0.5,2023-04-27 02:16:38
178091,meduk2/capstone/power1,4/27/2023,2:16:40,0.49,2023-04-27 02:16:40
178092,meduk2/capstone/power1,4/27/2023,2:16:41,0.52,2023-04-27 02:16:41
178093,meduk2/capstone/power1,4/27/2023,2:16:42,0.52,2023-04-27 02:16:42
178094,meduk2/capstone/power1,4/27/2023,2:16:43,0.54,2023-04-27 02:16:43
178095,meduk2/capstone/power1,4/27/2023,2:16:44,0.5,2023-04-27 02:16:44
178096,meduk2/capstone/power1,4/27/2023,2:16:45,0.48,2023-04-27 02:16:45
178097,meduk2/capstone/power1,4/27/2023,2:16:46,0.55,2023-04-27 02:16:46
178098,meduk2/capstone/power1,4/27/2023,2:16:47,0.46,2023-04-27 02:16:47
178099,meduk2/capstone/power1,4/27/2023,2:16:49,0.54,2023-04-27 02:16:49
178100,meduk2/capstone/power1,4/27/2023,2:16:50,0.54,2023-04-27 02:16:50
178101,meduk2/capstone/power1,4/27/2023,2:16:51,0.52,2023-04-27 02:16:51
178102,meduk2/capstone/power1,4/27/2023,2:16:52,0.54,2023-04-27 02:16:52
178103,meduk2/capstone/power1,4/27/2023,2:16:53,0.5,2023-04-27 02:16:53
178104,meduk2/capstone/power1,4/27/2023,2:16:54,0.47,2023-04-27 02:16:54
178105,meduk2/capstone/power1,4/27/2023,2:16:55,0.47,2023-04-27 02:16:55
178106,meduk2/capstone/power1,4/27/2023,2:16:56,0.46,2023-04-27 02:16:56
178107,meduk2/capstone/power1,4/27/2023,2:16:58,0.53,2023-04-27 02:16:58
178108,meduk2/capstone/power1,4/27/2023,2:16:59,0.56,2023-04-27 02:16:59
178109,meduk2/capstone/power1,4/27/2023,2:17:00,0.56,2023-04-27 02:17:00
178110,meduk2/capstone/power1,4/27/2023,2:17:01,0.53,2023-04-27 02:17:01
178111,meduk2/capstone/power1,4/27/2023,2:17:02,0.54,2023-04-27 02:17:02
178112,meduk2/capstone/power1,4/27/2023,2:17:03,0.52,2023-04-27 02:17:03
178113,meduk2/capstone/power1,4/27/2023,2:17:04,0.49,2023-04-27 02:17:04
178114,meduk2/capstone/power1,4/27/2023,2:17:06,0.59,2023-04-27 02:17:06
178115,meduk2/capstone/power1,4/27/2023,2:17:07,0.53,2023-04-27 02:17:07
178116,meduk2/capstone/power1,4/27/2023,2:17:08,0.49,2023-04-27 02:17:08
178117,meduk2/capstone/power1,4/27/2023,2:17:09,0.79,2023-04-27 02:17:09
178118,meduk2/capstone/power1,4/27/2023,2:17:10,0.49,2023-04-27 02:17:10
178119,meduk2/capstone/power1,4/27/2023,2:17:11,0.51,2023-04-27 02:17:11
178120,meduk2/capstone/power1,4/27/2023,2:17:12,0.5,2023-04-27 02:17:12
178121,meduk2/capstone/power1,4/27/2023,2:17:13,0.48,2023-04-27 02:17:13
178122,meduk2/capstone/power1,4/27/2023,2:17:15,0.5,2023-04-27 02:17:15
178123,meduk2/capstone/power1,4/27/2023,2:17:16,0.53,2023-04-27 02:17:16
178124,meduk2/capstone/power1,4/27/2023,2:17:17,0.51,2023-04-27 02:17:17
178125,meduk2/capstone/power1,4/27/2023,2:17:18,0.51,2023-04-27 02:17:18
178126,meduk2/capstone/power1,4/27/2023,2:17:19,0.5,2023-04-27 02:17:19
178127,meduk2/capstone/power1,4/27/2023,2:17:20,0.55,2023-04-27 02:17:20
178128,meduk2/capstone/power1,4/27/2023,2:17:21,0.55,2023-04-27 02:17:21
178129,meduk2/capstone/power1,4/27/2023,2:17:22,0.54,2023-04-27 02:17:22
178130,meduk2/capstone/power1,4/27/2023,2:17:24,0.5,2023-04-27 02:17:24
178131,meduk2/capstone/power1,4/27/2023,2:17:25,0.52,2023-04-27 02:17:25
178132,meduk2/capstone/power1,4/27/2023,2:17:26,0.5,2023-04-27 02:17:26
178133,meduk2/capstone/power1,4/27/2023,2:17:27,0.48,2023-04-27 02:17:27
178134,meduk2/capstone/power1,4/27/2023,2:17:28,0.49,2023-04-27 02:17:28
178135,meduk2/capstone/power1,4/27/2023,2:17:29,0.47,2023-04-27 02:17:29
178136,meduk2/capstone/power1,4/27/2023,2:17:30,0.46,2023-04-27 02:17:30
178137,meduk2/capstone/power1,4/27/2023,2:17:32,0.63,2023-04-27 02:17:32
178138,meduk2/capstone/power1,4/27/2023,2:17:33,0.51,2023-04-27 02:17:33
178139,meduk2/capstone/power1,4/27/2023,2:17:34,0.52,2023-04-27 02:17:34
178140,meduk2/capstone/power1,4/27/2023,2:17:35,0.48,2023-04-27 02:17:35
178141,meduk2/capstone/power1,4/27/2023,2:17:36,0.53,2023-04-27 02:17:36
