,Topic,Date,Time,Amps,datetime
195009,meduk2/capstone/power1,4/27/2023,7:35:33,0.69,2023-04-27 07:35:33
195010,meduk2/capstone/power1,4/27/2023,7:35:34,0.49,2023-04-27 07:35:34
195011,meduk2/capstone/power1,4/27/2023,7:35:35,0.48,2023-04-27 07:35:35
195012,meduk2/capstone/power1,4/27/2023,7:35:36,0.5,2023-04-27 07:35:36
195013,meduk2/capstone/power1,4/27/2023,7:35:37,0.52,2023-04-27 07:35:37
195014,meduk2/capstone/power1,4/27/2023,7:35:38,0.53,2023-04-27 07:35:38
195015,meduk2/capstone/power1,4/27/2023,7:35:39,0.49,2023-04-27 07:35:39
195016,meduk2/capstone/power1,4/27/2023,7:35:41,0.52,2023-04-27 07:35:41
195017,meduk2/capstone/power1,4/27/2023,7:35:42,0.47,2023-04-27 07:35:42
195018,meduk2/capstone/power1,4/27/2023,7:35:43,0.52,2023-04-27 07:35:43
195019,meduk2/capstone/power1,4/27/2023,7:35:44,0.54,2023-04-27 07:35:44
195020,meduk2/capstone/power1,4/27/2023,7:35:45,0.48,2023-04-27 07:35:45
195021,meduk2/capstone/power1,4/27/2023,7:35:46,0.49,2023-04-27 07:35:46
195022,meduk2/capstone/power1,4/27/2023,7:35:47,0.5,2023-04-27 07:35:47
195023,meduk2/capstone/power1,4/27/2023,7:35:49,0.48,2023-04-27 07:35:49
195024,meduk2/capstone/power1,4/27/2023,7:35:50,0.51,2023-04-27 07:35:50
195025,meduk2/capstone/power1,4/27/2023,7:35:51,0.48,2023-04-27 07:35:51
195026,meduk2/capstone/power1,4/27/2023,7:35:52,0.5,2023-04-27 07:35:52
195027,meduk2/capstone/power1,4/27/2023,7:35:53,0.5,2023-04-27 07:35:53
195028,meduk2/capstone/power1,4/27/2023,7:35:54,0.52,2023-04-27 07:35:54
195029,meduk2/capstone/power1,4/27/2023,7:35:55,0.52,2023-04-27 07:35:55
195030,meduk2/capstone/power1,4/27/2023,7:35:56,0.5,2023-04-27 07:35:56
195031,meduk2/capstone/power1,4/27/2023,7:35:58,0.43,2023-04-27 07:35:58
195032,meduk2/capstone/power1,4/27/2023,7:35:59,0.49,2023-04-27 07:35:59
195033,meduk2/capstone/power1,4/27/2023,7:36:00,0.65,2023-04-27 07:36:00
195034,meduk2/capstone/power1,4/27/2023,7:36:01,0.48,2023-04-27 07:36:01
195035,meduk2/capstone/power1,4/27/2023,7:36:02,0.79,2023-04-27 07:36:02
195036,meduk2/capstone/power1,4/27/2023,7:36:03,0.56,2023-04-27 07:36:03
195037,meduk2/capstone/power1,4/27/2023,7:36:04,0.48,2023-04-27 07:36:04
195038,meduk2/capstone/power1,4/27/2023,7:36:05,0.48,2023-04-27 07:36:05
195039,meduk2/capstone/power1,4/27/2023,7:36:07,0.49,2023-04-27 07:36:07
195040,meduk2/capstone/power1,4/27/2023,7:36:08,0.53,2023-04-27 07:36:08
195041,meduk2/capstone/power1,4/27/2023,7:36:09,0.45,2023-04-27 07:36:09
195042,meduk2/capstone/power1,4/27/2023,7:36:10,0.48,2023-04-27 07:36:10
195043,meduk2/capstone/power1,4/27/2023,7:36:11,0.48,2023-04-27 07:36:11
195044,meduk2/capstone/power1,4/27/2023,7:36:12,0.46,2023-04-27 07:36:12
195045,meduk2/capstone/power1,4/27/2023,7:36:13,0.52,2023-04-27 07:36:13
195046,meduk2/capstone/power1,4/27/2023,7:36:15,0.48,2023-04-27 07:36:15
195047,meduk2/capstone/power1,4/27/2023,7:36:16,0.55,2023-04-27 07:36:16
195048,meduk2/capstone/power1,4/27/2023,7:36:17,0.45,2023-04-27 07:36:17
195049,meduk2/capstone/power1,4/27/2023,7:36:18,0.56,2023-04-27 07:36:18
195050,meduk2/capstone/power1,4/27/2023,7:36:19,0.51,2023-04-27 07:36:19
195051,meduk2/capstone/power1,4/27/2023,7:36:20,0.51,2023-04-27 07:36:20
195052,meduk2/capstone/power1,4/27/2023,7:36:21,0.48,2023-04-27 07:36:21
195053,meduk2/capstone/power1,4/27/2023,7:36:22,0.47,2023-04-27 07:36:22
195054,meduk2/capstone/power1,4/27/2023,7:36:24,0.48,2023-04-27 07:36:24
195055,meduk2/capstone/power1,4/27/2023,7:36:25,0.57,2023-04-27 07:36:25
195056,meduk2/capstone/power1,4/27/2023,7:36:26,0.45,2023-04-27 07:36:26
195057,meduk2/capstone/power1,4/27/2023,7:36:27,0.52,2023-04-27 07:36:27
195058,meduk2/capstone/power1,4/27/2023,7:36:28,0.47,2023-04-27 07:36:28
195059,meduk2/capstone/power1,4/27/2023,7:36:29,0.5,2023-04-27 07:36:29
195060,meduk2/capstone/power1,4/27/2023,7:36:30,0.48,2023-04-27 07:36:30
195061,meduk2/capstone/power1,4/27/2023,7:36:32,0.48,2023-04-27 07:36:32
195062,meduk2/capstone/power1,4/27/2023,7:36:33,0.69,2023-04-27 07:36:33
195063,meduk2/capstone/power1,4/27/2023,7:36:34,0.5,2023-04-27 07:36:34
195064,meduk2/capstone/power1,4/27/2023,7:36:35,0.47,2023-04-27 07:36:35
195065,meduk2/capstone/power1,4/27/2023,7:36:36,0.49,2023-04-27 07:36:36
195066,meduk2/capstone/power1,4/27/2023,7:36:37,0.53,2023-04-27 07:36:37
195067,meduk2/capstone/power1,4/27/2023,7:36:38,0.86,2023-04-27 07:36:38
195068,meduk2/capstone/power1,4/27/2023,7:36:39,0.51,2023-04-27 07:36:39
195069,meduk2/capstone/power1,4/27/2023,7:36:41,0.53,2023-04-27 07:36:41
195070,meduk2/capstone/power1,4/27/2023,7:36:42,0.51,2023-04-27 07:36:42
195071,meduk2/capstone/power1,4/27/2023,7:36:43,0.55,2023-04-27 07:36:43
195072,meduk2/capstone/power1,4/27/2023,7:36:44,0.47,2023-04-27 07:36:44
195073,meduk2/capstone/power1,4/27/2023,7:36:45,0.46,2023-04-27 07:36:45
195074,meduk2/capstone/power1,4/27/2023,7:36:46,0.5,2023-04-27 07:36:46
195075,meduk2/capstone/power1,4/27/2023,7:36:47,0.5,2023-04-27 07:36:47
195076,meduk2/capstone/power1,4/27/2023,7:36:48,0.5,2023-04-27 07:36:48
195077,meduk2/capstone/power1,4/27/2023,7:36:50,0.48,2023-04-27 07:36:50
195078,meduk2/capstone/power1,4/27/2023,7:36:51,0.51,2023-04-27 07:36:51
195079,meduk2/capstone/power1,4/27/2023,7:36:52,0.46,2023-04-27 07:36:52
195080,meduk2/capstone/power1,4/27/2023,7:36:53,0.51,2023-04-27 07:36:53
195081,meduk2/capstone/power1,4/27/2023,7:36:54,0.48,2023-04-27 07:36:54
195082,meduk2/capstone/power1,4/27/2023,7:36:55,0.5,2023-04-27 07:36:55
195083,meduk2/capstone/power1,4/27/2023,7:36:56,0.46,2023-04-27 07:36:56
195084,meduk2/capstone/power1,4/27/2023,7:36:58,0.52,2023-04-27 07:36:58
195085,meduk2/capstone/power1,4/27/2023,7:36:59,0.55,2023-04-27 07:36:59
195086,meduk2/capstone/power1,4/27/2023,7:37:00,0.53,2023-04-27 07:37:00
195087,meduk2/capstone/power1,4/27/2023,7:37:01,0.5,2023-04-27 07:37:01
195088,meduk2/capstone/power1,4/27/2023,7:37:02,0.49,2023-04-27 07:37:02
195089,meduk2/capstone/power1,4/27/2023,7:37:03,0.52,2023-04-27 07:37:03
195090,meduk2/capstone/power1,4/27/2023,7:37:04,0.57,2023-04-27 07:37:04
195091,meduk2/capstone/power1,4/27/2023,7:37:05,0.64,2023-04-27 07:37:05
195092,meduk2/capstone/power1,4/27/2023,7:37:07,0.77,2023-04-27 07:37:07
195093,meduk2/capstone/power1,4/27/2023,7:37:08,0.99,2023-04-27 07:37:08
195094,meduk2/capstone/power1,4/27/2023,7:37:09,0.73,2023-04-27 07:37:09
195095,meduk2/capstone/power1,4/27/2023,7:37:10,0.47,2023-04-27 07:37:10
195096,meduk2/capstone/power1,4/27/2023,7:37:11,0.5,2023-04-27 07:37:11
195097,meduk2/capstone/power1,4/27/2023,7:37:12,0.51,2023-04-27 07:37:12
195098,meduk2/capstone/power1,4/27/2023,7:37:13,0.53,2023-04-27 07:37:13
195099,meduk2/capstone/power1,4/27/2023,7:37:14,0.52,2023-04-27 07:37:14
195100,meduk2/capstone/power1,4/27/2023,7:37:16,0.51,2023-04-27 07:37:16
195101,meduk2/capstone/power1,4/27/2023,7:37:17,0.54,2023-04-27 07:37:17
195102,meduk2/capstone/power1,4/27/2023,7:37:18,0.5,2023-04-27 07:37:18
195103,meduk2/capstone/power1,4/27/2023,7:37:19,0.55,2023-04-27 07:37:19
195104,meduk2/capstone/power1,4/27/2023,7:37:20,0.55,2023-04-27 07:37:20
195105,meduk2/capstone/power1,4/27/2023,7:37:21,0.51,2023-04-27 07:37:21
195106,meduk2/capstone/power1,4/27/2023,7:37:22,0.49,2023-04-27 07:37:22
195107,meduk2/capstone/power1,4/27/2023,7:37:24,0.47,2023-04-27 07:37:24
195108,meduk2/capstone/power1,4/27/2023,7:37:25,0.51,2023-04-27 07:37:25
195109,meduk2/capstone/power1,4/27/2023,7:37:26,0.53,2023-04-27 07:37:26
195110,meduk2/capstone/power1,4/27/2023,7:37:27,0.49,2023-04-27 07:37:27
195111,meduk2/capstone/power1,4/27/2023,7:37:28,0.47,2023-04-27 07:37:28
195112,meduk2/capstone/power1,4/27/2023,7:37:29,0.53,2023-04-27 07:37:29
195113,meduk2/capstone/power1,4/27/2023,7:37:30,0.48,2023-04-27 07:37:30
195114,meduk2/capstone/power1,4/27/2023,7:37:31,0.48,2023-04-27 07:37:31
195115,meduk2/capstone/power1,4/27/2023,7:37:33,0.66,2023-04-27 07:37:33
195116,meduk2/capstone/power1,4/27/2023,7:37:34,0.51,2023-04-27 07:37:34
195117,meduk2/capstone/power1,4/27/2023,7:37:35,0.5,2023-04-27 07:37:35
195118,meduk2/capstone/power1,4/27/2023,7:37:36,0.45,2023-04-27 07:37:36
195119,meduk2/capstone/power1,4/27/2023,7:37:37,0.48,2023-04-27 07:37:37
195120,meduk2/capstone/power1,4/27/2023,7:37:38,0.51,2023-04-27 07:37:38
195121,meduk2/capstone/power1,4/27/2023,7:37:39,0.48,2023-04-27 07:37:39
195122,meduk2/capstone/power1,4/27/2023,7:37:40,0.53,2023-04-27 07:37:40
195123,meduk2/capstone/power1,4/27/2023,7:37:42,0.55,2023-04-27 07:37:42
195124,meduk2/capstone/power1,4/27/2023,7:37:43,0.49,2023-04-27 07:37:43
195125,meduk2/capstone/power1,4/27/2023,7:37:44,0.51,2023-04-27 07:37:44
195126,meduk2/capstone/power1,4/27/2023,7:37:45,0.47,2023-04-27 07:37:45
195127,meduk2/capstone/power1,4/27/2023,7:37:46,0.5,2023-04-27 07:37:46
195128,meduk2/capstone/power1,4/27/2023,7:37:47,0.5,2023-04-27 07:37:47
195129,meduk2/capstone/power1,4/27/2023,7:37:48,0.53,2023-04-27 07:37:48
195130,meduk2/capstone/power1,4/27/2023,7:37:50,0.48,2023-04-27 07:37:50
195131,meduk2/capstone/power1,4/27/2023,7:37:51,0.52,2023-04-27 07:37:51
195132,meduk2/capstone/power1,4/27/2023,7:37:52,0.51,2023-04-27 07:37:52
195133,meduk2/capstone/power1,4/27/2023,7:37:53,0.51,2023-04-27 07:37:53
195134,meduk2/capstone/power1,4/27/2023,7:37:54,0.48,2023-04-27 07:37:54
195135,meduk2/capstone/power1,4/27/2023,7:37:55,0.57,2023-04-27 07:37:55
195136,meduk2/capstone/power1,4/27/2023,7:37:56,0.48,2023-04-27 07:37:56
195137,meduk2/capstone/power1,4/27/2023,7:37:57,0.52,2023-04-27 07:37:57
195138,meduk2/capstone/power1,4/27/2023,7:37:59,0.51,2023-04-27 07:37:59
195139,meduk2/capstone/power1,4/27/2023,7:38:00,0.53,2023-04-27 07:38:00
195140,meduk2/capstone/power1,4/27/2023,7:38:01,0.51,2023-04-27 07:38:01
195141,meduk2/capstone/power1,4/27/2023,7:38:02,0.52,2023-04-27 07:38:02
195142,meduk2/capstone/power1,4/27/2023,7:38:03,0.61,2023-04-27 07:38:03
195143,meduk2/capstone/power1,4/27/2023,7:38:04,0.53,2023-04-27 07:38:04
195144,meduk2/capstone/power1,4/27/2023,7:38:05,0.45,2023-04-27 07:38:05
195145,meduk2/capstone/power1,4/27/2023,7:38:07,0.48,2023-04-27 07:38:07
195146,meduk2/capstone/power1,4/27/2023,7:38:08,0.55,2023-04-27 07:38:08
195147,meduk2/capstone/power1,4/27/2023,7:38:09,0.5,2023-04-27 07:38:09
195148,meduk2/capstone/power1,4/27/2023,7:38:10,0.5,2023-04-27 07:38:10
195149,meduk2/capstone/power1,4/27/2023,7:38:11,0.63,2023-04-27 07:38:11
195150,meduk2/capstone/power1,4/27/2023,7:38:12,0.5,2023-04-27 07:38:12
195151,meduk2/capstone/power1,4/27/2023,7:38:13,0.53,2023-04-27 07:38:13
195152,meduk2/capstone/power1,4/27/2023,7:38:14,0.46,2023-04-27 07:38:14
195153,meduk2/capstone/power1,4/27/2023,7:38:16,0.46,2023-04-27 07:38:16
195154,meduk2/capstone/power1,4/27/2023,7:38:17,0.51,2023-04-27 07:38:17
195155,meduk2/capstone/power1,4/27/2023,7:38:18,0.48,2023-04-27 07:38:18
195156,meduk2/capstone/power1,4/27/2023,7:38:19,0.53,2023-04-27 07:38:19
195157,meduk2/capstone/power1,4/27/2023,7:38:20,0.54,2023-04-27 07:38:20
195158,meduk2/capstone/power1,4/27/2023,7:38:21,0.53,2023-04-27 07:38:21
195159,meduk2/capstone/power1,4/27/2023,7:38:22,0.5,2023-04-27 07:38:22
195160,meduk2/capstone/power1,4/27/2023,7:38:23,0.55,2023-04-27 07:38:23
195161,meduk2/capstone/power1,4/27/2023,7:38:25,0.45,2023-04-27 07:38:25
195162,meduk2/capstone/power1,4/27/2023,7:38:26,0.51,2023-04-27 07:38:26
195163,meduk2/capstone/power1,4/27/2023,7:38:27,0.46,2023-04-27 07:38:27
195164,meduk2/capstone/power1,4/27/2023,7:38:28,0.51,2023-04-27 07:38:28
195165,meduk2/capstone/power1,4/27/2023,7:38:29,0.46,2023-04-27 07:38:29
195166,meduk2/capstone/power1,4/27/2023,7:38:30,0.48,2023-04-27 07:38:30
195167,meduk2/capstone/power1,4/27/2023,7:38:31,0.49,2023-04-27 07:38:31
195168,meduk2/capstone/power1,4/27/2023,7:38:33,0.67,2023-04-27 07:38:33
195169,meduk2/capstone/power1,4/27/2023,7:38:34,0.52,2023-04-27 07:38:34
195170,meduk2/capstone/power1,4/27/2023,7:38:35,0.48,2023-04-27 07:38:35
195171,meduk2/capstone/power1,4/27/2023,7:38:36,0.47,2023-04-27 07:38:36
195172,meduk2/capstone/power1,4/27/2023,7:38:37,0.47,2023-04-27 07:38:37
195173,meduk2/capstone/power1,4/27/2023,7:38:38,0.5,2023-04-27 07:38:38
195174,meduk2/capstone/power1,4/27/2023,7:38:39,0.5,2023-04-27 07:38:39
195175,meduk2/capstone/power1,4/27/2023,7:38:40,0.78,2023-04-27 07:38:40
195176,meduk2/capstone/power1,4/27/2023,7:38:42,0.56,2023-04-27 07:38:42
195177,meduk2/capstone/power1,4/27/2023,7:38:43,0.58,2023-04-27 07:38:43
195178,meduk2/capstone/power1,4/27/2023,7:38:44,0.49,2023-04-27 07:38:44
195179,meduk2/capstone/power1,4/27/2023,7:38:45,0.46,2023-04-27 07:38:45
195180,meduk2/capstone/power1,4/27/2023,7:38:46,0.48,2023-04-27 07:38:46
195181,meduk2/capstone/power1,4/27/2023,7:38:47,0.5,2023-04-27 07:38:47
195182,meduk2/capstone/power1,4/27/2023,7:38:48,0.47,2023-04-27 07:38:48
195183,meduk2/capstone/power1,4/27/2023,7:38:49,0.52,2023-04-27 07:38:49
195184,meduk2/capstone/power1,4/27/2023,7:38:51,0.47,2023-04-27 07:38:51
195185,meduk2/capstone/power1,4/27/2023,7:38:52,0.47,2023-04-27 07:38:52
195186,meduk2/capstone/power1,4/27/2023,7:38:53,0.51,2023-04-27 07:38:53
195187,meduk2/capstone/power1,4/27/2023,7:38:54,0.49,2023-04-27 07:38:54
195188,meduk2/capstone/power1,4/27/2023,7:38:55,0.47,2023-04-27 07:38:55
195189,meduk2/capstone/power1,4/27/2023,7:38:56,0.47,2023-04-27 07:38:56
195190,meduk2/capstone/power1,4/27/2023,7:38:57,0.45,2023-04-27 07:38:57
195191,meduk2/capstone/power1,4/27/2023,7:38:59,0.49,2023-04-27 07:38:59
195192,meduk2/capstone/power1,4/27/2023,7:39:00,0.6,2023-04-27 07:39:00
195193,meduk2/capstone/power1,4/27/2023,7:39:01,0.52,2023-04-27 07:39:01
195194,meduk2/capstone/power1,4/27/2023,7:39:02,0.5,2023-04-27 07:39:02
195195,meduk2/capstone/power1,4/27/2023,7:39:03,0.74,2023-04-27 07:39:03
195196,meduk2/capstone/power1,4/27/2023,7:39:04,0.51,2023-04-27 07:39:04
195197,meduk2/capstone/power1,4/27/2023,7:39:05,0.47,2023-04-27 07:39:05
195198,meduk2/capstone/power1,4/27/2023,7:39:06,0.49,2023-04-27 07:39:06
195199,meduk2/capstone/power1,4/27/2023,7:39:08,0.46,2023-04-27 07:39:08
195200,meduk2/capstone/power1,4/27/2023,7:39:09,0.49,2023-04-27 07:39:09
195201,meduk2/capstone/power1,4/27/2023,7:39:10,0.49,2023-04-27 07:39:10
195202,meduk2/capstone/power1,4/27/2023,7:39:11,0.5,2023-04-27 07:39:11
195203,meduk2/capstone/power1,4/27/2023,7:39:12,0.49,2023-04-27 07:39:12
195204,meduk2/capstone/power1,4/27/2023,7:39:13,0.55,2023-04-27 07:39:13
195205,meduk2/capstone/power1,4/27/2023,7:39:14,0.48,2023-04-27 07:39:14
195206,meduk2/capstone/power1,4/27/2023,7:39:15,0.47,2023-04-27 07:39:15
195207,meduk2/capstone/power1,4/27/2023,7:39:17,0.55,2023-04-27 07:39:17
195208,meduk2/capstone/power1,4/27/2023,7:39:18,0.51,2023-04-27 07:39:18
195209,meduk2/capstone/power1,4/27/2023,7:39:19,0.51,2023-04-27 07:39:19
195210,meduk2/capstone/power1,4/27/2023,7:39:20,0.49,2023-04-27 07:39:20
195211,meduk2/capstone/power1,4/27/2023,7:39:21,0.49,2023-04-27 07:39:21
195212,meduk2/capstone/power1,4/27/2023,7:39:22,0.49,2023-04-27 07:39:22
195213,meduk2/capstone/power1,4/27/2023,7:39:23,0.5,2023-04-27 07:39:23
195214,meduk2/capstone/power1,4/27/2023,7:39:25,0.5,2023-04-27 07:39:25
195215,meduk2/capstone/power1,4/27/2023,7:39:26,0.54,2023-04-27 07:39:26
195216,meduk2/capstone/power1,4/27/2023,7:39:27,0.47,2023-04-27 07:39:27
195217,meduk2/capstone/power1,4/27/2023,7:39:28,0.49,2023-04-27 07:39:28
195218,meduk2/capstone/power1,4/27/2023,7:39:29,0.48,2023-04-27 07:39:29
195219,meduk2/capstone/power1,4/27/2023,7:39:30,0.48,2023-04-27 07:39:30
195220,meduk2/capstone/power1,4/27/2023,7:39:31,0.52,2023-04-27 07:39:31
195221,meduk2/capstone/power1,4/27/2023,7:39:32,0.61,2023-04-27 07:39:32
195222,meduk2/capstone/power1,4/27/2023,7:39:34,0.53,2023-04-27 07:39:34
195223,meduk2/capstone/power1,4/27/2023,7:39:35,0.54,2023-04-27 07:39:35
195224,meduk2/capstone/power1,4/27/2023,7:39:36,0.51,2023-04-27 07:39:36
195225,meduk2/capstone/power1,4/27/2023,7:39:37,0.51,2023-04-27 07:39:37
195226,meduk2/capstone/power1,4/27/2023,7:39:38,0.51,2023-04-27 07:39:38
195227,meduk2/capstone/power1,4/27/2023,7:39:39,0.93,2023-04-27 07:39:39
195228,meduk2/capstone/power1,4/27/2023,7:39:40,0.52,2023-04-27 07:39:40
195229,meduk2/capstone/power1,4/27/2023,7:39:42,0.55,2023-04-27 07:39:42
195230,meduk2/capstone/power1,4/27/2023,7:39:43,0.56,2023-04-27 07:39:43
195231,meduk2/capstone/power1,4/27/2023,7:39:44,0.5,2023-04-27 07:39:44
195232,meduk2/capstone/power1,4/27/2023,7:39:45,0.5,2023-04-27 07:39:45
195233,meduk2/capstone/power1,4/27/2023,7:39:46,0.54,2023-04-27 07:39:46
195234,meduk2/capstone/power1,4/27/2023,7:39:47,0.48,2023-04-27 07:39:47
195235,meduk2/capstone/power1,4/27/2023,7:39:48,0.52,2023-04-27 07:39:48
195236,meduk2/capstone/power1,4/27/2023,7:39:49,0.5,2023-04-27 07:39:49
195237,meduk2/capstone/power1,4/27/2023,7:39:51,0.44,2023-04-27 07:39:51
195238,meduk2/capstone/power1,4/27/2023,7:39:52,0.55,2023-04-27 07:39:52
195239,meduk2/capstone/power1,4/27/2023,7:39:53,0.63,2023-04-27 07:39:53
195240,meduk2/capstone/power1,4/27/2023,7:39:54,0.6,2023-04-27 07:39:54
195241,meduk2/capstone/power1,4/27/2023,7:39:55,0.5,2023-04-27 07:39:55
195242,meduk2/capstone/power1,4/27/2023,7:39:56,0.5,2023-04-27 07:39:56
195243,meduk2/capstone/power1,4/27/2023,7:39:57,0.56,2023-04-27 07:39:57
195244,meduk2/capstone/power1,4/27/2023,7:39:58,0.58,2023-04-27 07:39:58
195245,meduk2/capstone/power1,4/27/2023,7:40:00,0.48,2023-04-27 07:40:00
195246,meduk2/capstone/power1,4/27/2023,7:40:01,0.52,2023-04-27 07:40:01
195247,meduk2/capstone/power1,4/27/2023,7:40:02,0.48,2023-04-27 07:40:02
195248,meduk2/capstone/power1,4/27/2023,7:40:03,0.47,2023-04-27 07:40:03
195249,meduk2/capstone/power1,4/27/2023,7:40:04,0.49,2023-04-27 07:40:04
195250,meduk2/capstone/power1,4/27/2023,7:40:05,0.47,2023-04-27 07:40:05
195251,meduk2/capstone/power1,4/27/2023,7:40:06,0.52,2023-04-27 07:40:06
195252,meduk2/capstone/power1,4/27/2023,7:40:08,0.52,2023-04-27 07:40:08
195253,meduk2/capstone/power1,4/27/2023,7:40:09,0.53,2023-04-27 07:40:09
195254,meduk2/capstone/power1,4/27/2023,7:40:10,0.48,2023-04-27 07:40:10
195255,meduk2/capstone/power1,4/27/2023,7:40:11,0.46,2023-04-27 07:40:11
195256,meduk2/capstone/power1,4/27/2023,7:40:12,0.8,2023-04-27 07:40:12
195257,meduk2/capstone/power1,4/27/2023,7:40:13,0.53,2023-04-27 07:40:13
195258,meduk2/capstone/power1,4/27/2023,7:40:14,0.51,2023-04-27 07:40:14
195259,meduk2/capstone/power1,4/27/2023,7:40:15,0.56,2023-04-27 07:40:15
195260,meduk2/capstone/power1,4/27/2023,7:40:17,0.52,2023-04-27 07:40:17
195261,meduk2/capstone/power1,4/27/2023,7:40:18,0.58,2023-04-27 07:40:18
195262,meduk2/capstone/power1,4/27/2023,7:40:19,0.53,2023-04-27 07:40:19
195263,meduk2/capstone/power1,4/27/2023,7:40:20,0.49,2023-04-27 07:40:20
195264,meduk2/capstone/power1,4/27/2023,7:40:21,0.5,2023-04-27 07:40:21
195265,meduk2/capstone/power1,4/27/2023,7:40:22,0.47,2023-04-27 07:40:22
195266,meduk2/capstone/power1,4/27/2023,7:40:23,0.5,2023-04-27 07:40:23
195267,meduk2/capstone/power1,4/27/2023,7:40:24,0.52,2023-04-27 07:40:24
195268,meduk2/capstone/power1,4/27/2023,7:40:26,0.49,2023-04-27 07:40:26
195269,meduk2/capstone/power1,4/27/2023,7:40:27,0.5,2023-04-27 07:40:27
195270,meduk2/capstone/power1,4/27/2023,7:40:28,0.75,2023-04-27 07:40:28
195271,meduk2/capstone/power1,4/27/2023,7:40:29,0.51,2023-04-27 07:40:29
195272,meduk2/capstone/power1,4/27/2023,7:40:30,0.53,2023-04-27 07:40:30
195273,meduk2/capstone/power1,4/27/2023,7:40:31,0.48,2023-04-27 07:40:31
195274,meduk2/capstone/power1,4/27/2023,7:40:32,0.7,2023-04-27 07:40:32
195275,meduk2/capstone/power1,4/27/2023,7:40:34,0.48,2023-04-27 07:40:34
195276,meduk2/capstone/power1,4/27/2023,7:40:35,0.49,2023-04-27 07:40:35
195277,meduk2/capstone/power1,4/27/2023,7:40:36,0.5,2023-04-27 07:40:36
195278,meduk2/capstone/power1,4/27/2023,7:40:37,0.6,2023-04-27 07:40:37
195279,meduk2/capstone/power1,4/27/2023,7:40:38,0.77,2023-04-27 07:40:38
195280,meduk2/capstone/power1,4/27/2023,7:40:39,0.56,2023-04-27 07:40:39
195281,meduk2/capstone/power1,4/27/2023,7:40:40,0.57,2023-04-27 07:40:40
195282,meduk2/capstone/power1,4/27/2023,7:40:41,0.81,2023-04-27 07:40:41
195283,meduk2/capstone/power1,4/27/2023,7:40:43,0.51,2023-04-27 07:40:43
195284,meduk2/capstone/power1,4/27/2023,7:40:44,0.53,2023-04-27 07:40:44
195285,meduk2/capstone/power1,4/27/2023,7:40:45,0.49,2023-04-27 07:40:45
195286,meduk2/capstone/power1,4/27/2023,7:40:46,0.68,2023-04-27 07:40:46
195287,meduk2/capstone/power1,4/27/2023,7:40:47,0.52,2023-04-27 07:40:47
195288,meduk2/capstone/power1,4/27/2023,7:40:48,0.78,2023-04-27 07:40:48
195289,meduk2/capstone/power1,4/27/2023,7:40:49,0.52,2023-04-27 07:40:49
195290,meduk2/capstone/power1,4/27/2023,7:40:50,0.47,2023-04-27 07:40:50
195291,meduk2/capstone/power1,4/27/2023,7:40:52,0.53,2023-04-27 07:40:52
195292,meduk2/capstone/power1,4/27/2023,7:40:53,0.7,2023-04-27 07:40:53
195293,meduk2/capstone/power1,4/27/2023,7:40:54,0.52,2023-04-27 07:40:54
195294,meduk2/capstone/power1,4/27/2023,7:40:55,0.54,2023-04-27 07:40:55
195295,meduk2/capstone/power1,4/27/2023,7:40:56,0.51,2023-04-27 07:40:56
195296,meduk2/capstone/power1,4/27/2023,7:40:57,0.55,2023-04-27 07:40:57
195297,meduk2/capstone/power1,4/27/2023,7:40:58,0.51,2023-04-27 07:40:58
195298,meduk2/capstone/power1,4/27/2023,7:41:00,0.8,2023-04-27 07:41:00
195299,meduk2/capstone/power1,4/27/2023,7:41:01,0.55,2023-04-27 07:41:01
195300,meduk2/capstone/power1,4/27/2023,7:41:02,0.71,2023-04-27 07:41:02
195301,meduk2/capstone/power1,4/27/2023,7:41:03,0.74,2023-04-27 07:41:03
195302,meduk2/capstone/power1,4/27/2023,7:41:04,0.56,2023-04-27 07:41:04
195303,meduk2/capstone/power1,4/27/2023,7:41:05,0.51,2023-04-27 07:41:05
195304,meduk2/capstone/power1,4/27/2023,7:41:06,0.55,2023-04-27 07:41:06
195305,meduk2/capstone/power1,4/27/2023,7:41:07,0.48,2023-04-27 07:41:07
195306,meduk2/capstone/power1,4/27/2023,7:41:09,0.48,2023-04-27 07:41:09
195307,meduk2/capstone/power1,4/27/2023,7:41:10,0.5,2023-04-27 07:41:10
195308,meduk2/capstone/power1,4/27/2023,7:41:11,0.52,2023-04-27 07:41:11
195309,meduk2/capstone/power1,4/27/2023,7:41:12,0.62,2023-04-27 07:41:12
195310,meduk2/capstone/power1,4/27/2023,7:41:13,0.54,2023-04-27 07:41:13
195311,meduk2/capstone/power1,4/27/2023,7:41:14,0.53,2023-04-27 07:41:14
195312,meduk2/capstone/power1,4/27/2023,7:41:15,0.47,2023-04-27 07:41:15
195313,meduk2/capstone/power1,4/27/2023,7:41:17,0.51,2023-04-27 07:41:17
195314,meduk2/capstone/power1,4/27/2023,7:41:18,0.53,2023-04-27 07:41:18
195315,meduk2/capstone/power1,4/27/2023,7:41:19,0.49,2023-04-27 07:41:19
195316,meduk2/capstone/power1,4/27/2023,7:41:20,0.53,2023-04-27 07:41:20
195317,meduk2/capstone/power1,4/27/2023,7:41:21,0.49,2023-04-27 07:41:21
195318,meduk2/capstone/power1,4/27/2023,7:41:22,0.5,2023-04-27 07:41:22
