,datetime
214678,2023-04-27 13:46:17
214679,2023-04-27 13:46:18
214680,2023-04-27 13:46:19
214681,2023-04-27 13:46:21
214682,2023-04-27 13:46:22
214683,2023-04-27 13:46:23
214684,2023-04-27 13:46:24
214685,2023-04-27 13:46:25
214686,2023-04-27 13:46:26
214687,2023-04-27 13:46:27
214688,2023-04-27 13:46:29
214689,2023-04-27 13:46:30
214690,2023-04-27 13:46:31
214691,2023-04-27 13:46:32
214692,2023-04-27 13:46:33
214693,2023-04-27 13:46:34
214694,2023-04-27 13:46:35
214695,2023-04-27 13:46:36
214696,2023-04-27 13:46:38
214697,2023-04-27 13:46:39
214698,2023-04-27 13:46:40
214699,2023-04-27 13:46:41
214700,2023-04-27 13:46:42
214701,2023-04-27 13:46:43
214702,2023-04-27 13:46:44
214703,2023-04-27 13:46:46
214704,2023-04-27 13:46:47
214705,2023-04-27 13:46:48
214706,2023-04-27 13:46:49
214707,2023-04-27 13:46:50
214708,2023-04-27 13:46:51
214709,2023-04-27 13:46:52
214710,2023-04-27 13:46:53
214711,2023-04-27 13:46:55
214712,2023-04-27 13:46:56
214713,2023-04-27 13:46:57
214714,2023-04-27 13:46:58
214715,2023-04-27 13:46:59
214716,2023-04-27 13:47:00
214717,2023-04-27 13:47:01
214718,2023-04-27 13:47:02
214719,2023-04-27 13:47:04
214720,2023-04-27 13:47:05
214721,2023-04-27 13:47:06
214722,2023-04-27 13:47:07
214723,2023-04-27 13:47:08
214724,2023-04-27 13:47:09
214725,2023-04-27 13:47:10
214726,2023-04-27 13:47:12
214727,2023-04-27 13:47:13
214728,2023-04-27 13:47:14
214729,2023-04-27 13:47:15
214730,2023-04-27 13:47:16
214731,2023-04-27 13:47:17
214732,2023-04-27 13:47:18
214733,2023-04-27 13:47:19
214734,2023-04-27 13:47:21
214735,2023-04-27 13:47:22
214736,2023-04-27 13:47:23
214737,2023-04-27 13:47:24
214738,2023-04-27 13:47:25
214739,2023-04-27 13:47:26
214740,2023-04-27 13:47:27
214741,2023-04-27 13:47:28
214742,2023-04-27 13:47:30
214743,2023-04-27 13:47:31
214744,2023-04-27 13:47:32
214745,2023-04-27 13:47:33
214746,2023-04-27 13:47:34
214747,2023-04-27 13:47:35
214748,2023-04-27 13:47:36
214749,2023-04-27 13:47:38
214750,2023-04-27 13:47:39
214751,2023-04-27 13:47:40
214752,2023-04-27 13:47:41
214753,2023-04-27 13:47:42
214754,2023-04-27 13:47:43
214755,2023-04-27 13:47:44
214756,2023-04-27 13:47:45
214757,2023-04-27 13:47:47
214758,2023-04-27 13:47:48
214759,2023-04-27 13:47:49
214760,2023-04-27 13:47:50
214761,2023-04-27 13:47:51
214762,2023-04-27 13:47:52
214763,2023-04-27 13:47:53
214764,2023-04-27 13:47:54
214765,2023-04-27 13:47:56
214766,2023-04-27 13:47:57
214767,2023-04-27 13:47:58
214768,2023-04-27 13:47:59
214769,2023-04-27 13:48:00
214770,2023-04-27 13:48:01
214771,2023-04-27 13:48:02
214772,2023-04-27 13:48:04
214773,2023-04-27 13:48:05
214774,2023-04-27 13:48:06
214775,2023-04-27 13:48:07
214776,2023-04-27 13:48:08
214777,2023-04-27 13:48:09
214778,2023-04-27 13:48:10
214779,2023-04-27 13:48:11
214780,2023-04-27 13:48:13
214781,2023-04-27 13:48:14
214782,2023-04-27 13:48:15
214783,2023-04-27 13:48:16
214784,2023-04-27 13:48:17
214785,2023-04-27 13:48:18
214786,2023-04-27 13:48:19
214787,2023-04-27 13:48:21
214788,2023-04-27 13:48:22
214789,2023-04-27 13:48:23
214790,2023-04-27 13:48:24
214791,2023-04-27 13:48:25
214792,2023-04-27 13:48:26
214793,2023-04-27 13:48:27
214794,2023-04-27 13:48:28
214795,2023-04-27 13:48:30
214796,2023-04-27 13:48:31
214797,2023-04-27 13:48:32
214798,2023-04-27 13:48:33
214799,2023-04-27 13:48:34
214800,2023-04-27 13:48:35
214801,2023-04-27 13:48:36
214802,2023-04-27 13:48:37
214803,2023-04-27 13:48:39
214804,2023-04-27 13:48:40
214805,2023-04-27 13:48:41
214806,2023-04-27 13:48:42
214807,2023-04-27 13:48:43
214808,2023-04-27 13:48:44
214809,2023-04-27 13:48:45
214810,2023-04-27 13:48:47
214811,2023-04-27 13:48:48
214812,2023-04-27 13:48:49
214813,2023-04-27 13:48:50
214814,2023-04-27 13:48:51
214815,2023-04-27 13:48:52
214816,2023-04-27 13:48:53
214817,2023-04-27 13:48:54
214818,2023-04-27 13:48:56
214819,2023-04-27 13:48:57
214820,2023-04-27 13:48:58
214821,2023-04-27 13:48:59
214822,2023-04-27 13:49:00
214823,2023-04-27 13:49:01
214824,2023-04-27 13:49:02
214825,2023-04-27 13:49:03
214826,2023-04-27 13:49:05
214827,2023-04-27 13:49:06
214828,2023-04-27 13:49:07
214829,2023-04-27 13:49:08
214830,2023-04-27 13:49:09
214831,2023-04-27 13:49:10
214832,2023-04-27 13:49:11
214833,2023-04-27 13:49:13
214834,2023-04-27 13:49:14
214835,2023-04-27 13:49:15
214836,2023-04-27 13:49:16
214837,2023-04-27 13:49:17
214838,2023-04-27 13:49:18
214839,2023-04-27 13:49:19
214840,2023-04-27 13:49:20
214841,2023-04-27 13:49:22
214842,2023-04-27 13:49:23
214843,2023-04-27 13:49:24
214844,2023-04-27 13:49:25
214845,2023-04-27 13:49:26
214846,2023-04-27 13:49:27
214847,2023-04-27 13:49:28
214848,2023-04-27 13:49:29
214849,2023-04-27 13:49:31
214850,2023-04-27 13:49:32
214851,2023-04-27 13:49:33
214852,2023-04-27 13:49:34
214853,2023-04-27 13:49:35
214854,2023-04-27 13:49:36
214855,2023-04-27 13:49:37
214856,2023-04-27 13:49:39
214857,2023-04-27 13:49:40
214858,2023-04-27 13:49:41
214859,2023-04-27 13:49:42
214860,2023-04-27 13:49:43
214861,2023-04-27 13:49:44
214862,2023-04-27 13:49:45
214863,2023-04-27 13:49:46
214864,2023-04-27 13:49:48
214865,2023-04-27 13:49:49
214866,2023-04-27 13:49:50
214867,2023-04-27 13:49:51
214868,2023-04-27 13:49:52
214869,2023-04-27 13:49:53
214870,2023-04-27 13:49:54
214871,2023-04-27 13:49:56
214872,2023-04-27 13:49:57
214873,2023-04-27 13:49:58
214874,2023-04-27 13:49:59
214875,2023-04-27 13:50:00
214876,2023-04-27 13:50:01
214877,2023-04-27 13:50:02
214878,2023-04-27 13:50:03
214879,2023-04-27 13:50:05
214880,2023-04-27 13:50:06
214881,2023-04-27 13:50:07
214882,2023-04-27 13:50:08
214883,2023-04-27 13:50:09
214884,2023-04-27 13:50:10
214885,2023-04-27 13:50:11
214886,2023-04-27 13:50:12
214887,2023-04-27 13:50:14
214888,2023-04-27 13:50:15
214889,2023-04-27 13:50:16
214890,2023-04-27 13:50:17
214891,2023-04-27 13:50:18
214892,2023-04-27 13:50:19
214893,2023-04-27 13:50:20
214894,2023-04-27 13:50:22
214895,2023-04-27 13:50:23
214896,2023-04-27 13:50:24
214897,2023-04-27 13:50:25
214898,2023-04-27 13:50:26
214899,2023-04-27 13:50:27
214900,2023-04-27 13:50:28
214901,2023-04-27 13:50:29
214902,2023-04-27 13:50:31
214903,2023-04-27 13:50:32
214904,2023-04-27 13:50:33
214905,2023-04-27 13:50:34
214906,2023-04-27 13:50:35
214907,2023-04-27 13:50:36
214908,2023-04-27 13:50:37
214909,2023-04-27 13:50:38
214910,2023-04-27 13:50:40
214911,2023-04-27 13:50:41
214912,2023-04-27 13:50:42
214913,2023-04-27 13:50:43
214914,2023-04-27 13:50:44
214915,2023-04-27 13:50:45
214916,2023-04-27 13:50:46
214917,2023-04-27 13:50:48
214918,2023-04-27 13:50:49
214919,2023-04-27 13:50:50
214920,2023-04-27 13:50:51
214921,2023-04-27 13:50:52
214922,2023-04-27 13:50:53
214923,2023-04-27 13:50:54
214924,2023-04-27 13:50:55
214925,2023-04-27 13:50:57
214926,2023-04-27 13:50:58
214927,2023-04-27 13:50:59
214928,2023-04-27 13:51:00
214929,2023-04-27 13:51:01
214930,2023-04-27 13:51:02
214931,2023-04-27 13:51:03
214932,2023-04-27 13:51:04
214933,2023-04-27 13:51:06
214934,2023-04-27 13:51:07
214935,2023-04-27 13:51:08
214936,2023-04-27 13:51:09
214937,2023-04-27 13:51:10
214938,2023-04-27 13:51:11
214939,2023-04-27 13:51:12
214940,2023-04-27 13:51:14
214941,2023-04-27 13:51:15
214942,2023-04-27 13:51:16
214943,2023-04-27 13:51:17
214944,2023-04-27 13:51:18
214945,2023-04-27 13:51:19
214946,2023-04-27 13:51:20
214947,2023-04-27 13:51:21
214948,2023-04-27 13:51:23
214949,2023-04-27 13:51:24
214950,2023-04-27 13:51:25
214951,2023-04-27 13:51:26
214952,2023-04-27 13:51:27
214953,2023-04-27 13:51:28
214954,2023-04-27 13:51:29
214955,2023-04-27 13:51:31
214956,2023-04-27 13:51:32
214957,2023-04-27 13:51:33
214958,2023-04-27 13:51:34
214959,2023-04-27 13:51:35
214960,2023-04-27 13:51:36
214961,2023-04-27 13:51:37
214962,2023-04-27 13:51:38
214963,2023-04-27 13:51:40
214964,2023-04-27 13:51:41
214965,2023-04-27 13:51:42
214966,2023-04-27 13:51:43
214967,2023-04-27 13:51:44
214968,2023-04-27 13:51:45
214969,2023-04-27 13:51:46
214970,2023-04-27 13:51:47
214971,2023-04-27 13:51:49
214972,2023-04-27 13:51:50
214973,2023-04-27 13:51:51
214974,2023-04-27 13:51:52
214975,2023-04-27 13:51:53
214976,2023-04-27 13:51:54
214977,2023-04-27 13:51:55
214978,2023-04-27 13:51:57
214979,2023-04-27 13:51:58
214980,2023-04-27 13:51:59
214981,2023-04-27 13:52:00
214982,2023-04-27 13:52:01
214983,2023-04-27 13:52:02
214984,2023-04-27 13:52:03
214985,2023-04-27 13:52:04
214986,2023-04-27 13:52:06
214987,2023-04-27 13:52:07
214988,2023-04-27 13:52:08
214989,2023-04-27 13:52:09
214990,2023-04-27 13:52:10
214991,2023-04-27 13:52:11
214992,2023-04-27 13:52:12
214993,2023-04-27 13:52:13
214994,2023-04-27 13:52:15
214995,2023-04-27 13:52:16
214996,2023-04-27 13:52:17
214997,2023-04-27 13:52:18
214998,2023-04-27 13:52:19
214999,2023-04-27 13:52:20
215000,2023-04-27 13:52:21
215001,2023-04-27 13:52:23
215002,2023-04-27 13:52:24
215003,2023-04-27 13:52:25
215004,2023-04-27 13:52:26
215005,2023-04-27 13:52:27
215006,2023-04-27 13:52:28
215007,2023-04-27 13:52:29
215008,2023-04-27 13:52:30
215009,2023-04-27 13:52:32
215010,2023-04-27 13:52:33
215011,2023-04-27 13:52:34
215012,2023-04-27 13:52:35
215013,2023-04-27 13:52:36
215014,2023-04-27 13:52:37
215015,2023-04-27 13:52:38
215016,2023-04-27 13:52:39
215017,2023-04-27 13:52:41
215018,2023-04-27 13:52:42
215019,2023-04-27 13:52:43
215020,2023-04-27 13:52:44
215021,2023-04-27 13:52:45
215022,2023-04-27 13:52:46
215023,2023-04-27 13:52:47
215024,2023-04-27 13:52:49
215025,2023-04-27 13:52:50
215026,2023-04-27 13:52:51
215027,2023-04-27 13:52:52
215028,2023-04-27 13:52:53
215029,2023-04-27 13:52:54
215030,2023-04-27 13:52:55
215031,2023-04-27 13:52:56
215032,2023-04-27 13:52:58
215033,2023-04-27 13:52:59
215034,2023-04-27 13:53:00
215035,2023-04-27 13:53:01
215036,2023-04-27 13:53:02
215037,2023-04-27 13:53:03
215038,2023-04-27 13:53:04
215039,2023-04-27 13:53:06
215040,2023-04-27 13:53:07
215041,2023-04-27 13:53:08
215042,2023-04-27 13:53:09
215043,2023-04-27 13:53:10
215044,2023-04-27 13:53:11
215045,2023-04-27 13:53:12
215046,2023-04-27 13:53:13
215047,2023-04-27 13:53:15
215048,2023-04-27 13:53:16
215049,2023-04-27 13:53:17
215050,2023-04-27 13:53:18
215051,2023-04-27 13:53:19
215052,2023-04-27 13:53:20
215053,2023-04-27 13:53:21
215054,2023-04-27 13:53:22
215055,2023-04-27 13:53:24
215056,2023-04-27 13:53:25
215057,2023-04-27 13:53:26
215058,2023-04-27 13:53:27
215059,2023-04-27 13:53:28
215060,2023-04-27 13:53:29
215061,2023-04-27 13:53:30
215062,2023-04-27 13:53:32
215063,2023-04-27 13:53:33
215064,2023-04-27 13:53:34
215065,2023-04-27 13:53:35
215066,2023-04-27 13:53:36
215067,2023-04-27 13:53:37
215068,2023-04-27 13:53:38
215069,2023-04-27 13:53:39
215070,2023-04-27 13:53:41
215071,2023-04-27 13:53:42
215072,2023-04-27 13:53:43
215073,2023-04-27 13:53:44
215074,2023-04-27 13:53:45
215075,2023-04-27 13:53:46
215076,2023-04-27 13:53:47
215077,2023-04-27 13:53:48
215078,2023-04-27 13:53:50
215079,2023-04-27 13:53:51
215080,2023-04-27 13:53:52
215081,2023-04-27 13:53:53
215082,2023-04-27 13:53:54
215083,2023-04-27 13:53:55
215084,2023-04-27 13:53:56
215085,2023-04-27 13:53:58
215086,2023-04-27 13:53:59
215087,2023-04-27 13:54:00
215088,2023-04-27 13:54:01
215089,2023-04-27 13:54:02
215090,2023-04-27 13:54:03
215091,2023-04-27 13:54:04
215092,2023-04-27 13:54:05
215093,2023-04-27 13:54:07
215094,2023-04-27 13:54:08
215095,2023-04-27 13:54:09
215096,2023-04-27 13:54:10
215097,2023-04-27 13:54:11
215098,2023-04-27 13:54:12
215099,2023-04-27 13:54:13
215100,2023-04-27 13:54:14
215101,2023-04-27 13:54:16
215102,2023-04-27 13:54:17
215103,2023-04-27 13:54:18
215104,2023-04-27 13:54:19
215105,2023-04-27 13:54:20
215106,2023-04-27 13:54:21
215107,2023-04-27 13:54:22
215108,2023-04-27 13:54:24
215109,2023-04-27 13:54:25
215110,2023-04-27 13:54:26
215111,2023-04-27 13:54:27
215112,2023-04-27 13:54:28
215113,2023-04-27 13:54:29
215114,2023-04-27 13:54:30
215115,2023-04-27 13:54:31
215116,2023-04-27 13:54:33
215117,2023-04-27 13:54:34
215118,2023-04-27 13:54:35
215119,2023-04-27 13:54:36
215120,2023-04-27 13:54:37
215121,2023-04-27 13:54:38
215122,2023-04-27 13:54:39
215123,2023-04-27 13:54:41
215124,2023-04-27 13:54:42
215125,2023-04-27 13:54:43
215126,2023-04-27 13:54:44
215127,2023-04-27 13:54:45
215128,2023-04-27 13:54:46
215129,2023-04-27 13:54:47
215130,2023-04-27 13:54:48
215131,2023-04-27 13:54:50
215132,2023-04-27 13:54:51
215133,2023-04-27 13:54:52
215134,2023-04-27 13:54:53
215135,2023-04-27 13:54:54
215136,2023-04-27 13:54:55
215137,2023-04-27 13:54:56
215138,2023-04-27 13:54:57
215139,2023-04-27 13:54:59
215140,2023-04-27 13:55:00
215141,2023-04-27 13:55:01
215142,2023-04-27 13:55:02
215143,2023-04-27 13:55:03
215144,2023-04-27 13:55:04
215145,2023-04-27 13:55:05
215146,2023-04-27 13:55:07
215147,2023-04-27 13:55:08
215148,2023-04-27 13:55:09
215149,2023-04-27 13:55:10
215150,2023-04-27 13:55:11
215151,2023-04-27 13:55:12
215152,2023-04-27 13:55:13
215153,2023-04-27 13:55:14
215154,2023-04-27 13:55:16
215155,2023-04-27 13:55:17
215156,2023-04-27 13:55:18
215157,2023-04-27 13:55:19
215158,2023-04-27 13:55:20
215159,2023-04-27 13:55:21
215160,2023-04-27 13:55:22
215161,2023-04-27 13:55:23
215162,2023-04-27 13:55:25
215163,2023-04-27 13:55:26
215164,2023-04-27 13:55:27
215165,2023-04-27 13:55:28
215166,2023-04-27 13:55:29
215167,2023-04-27 13:55:30
215168,2023-04-27 13:55:31
215169,2023-04-27 13:55:33
215170,2023-04-27 13:55:34
215171,2023-04-27 13:55:35
215172,2023-04-27 13:55:36
215173,2023-04-27 13:55:37
215174,2023-04-27 13:55:38
215175,2023-04-27 13:55:39
215176,2023-04-27 13:55:40
215177,2023-04-27 13:55:42
215178,2023-04-27 13:55:43
215179,2023-04-27 13:55:44
215180,2023-04-27 13:55:45
215181,2023-04-27 13:55:46
215182,2023-04-27 13:55:47
215183,2023-04-27 13:55:48
215184,2023-04-27 13:55:49
215185,2023-04-27 13:55:51
215186,2023-04-27 13:55:52
215187,2023-04-27 13:55:53
215188,2023-04-27 13:55:54
215189,2023-04-27 13:55:55
215190,2023-04-27 13:55:56
215191,2023-04-27 13:55:57
215192,2023-04-27 13:55:59
215193,2023-04-27 13:56:00
215194,2023-04-27 13:56:01
215195,2023-04-27 13:56:02
215196,2023-04-27 13:56:03
215197,2023-04-27 13:56:04
215198,2023-04-27 13:56:05
215199,2023-04-27 13:56:06
215200,2023-04-27 13:56:08
215201,2023-04-27 13:56:09
215202,2023-04-27 13:56:10
215203,2023-04-27 13:56:11
215204,2023-04-27 13:56:12
215205,2023-04-27 13:56:13
215206,2023-04-27 13:56:14
215207,2023-04-27 13:56:16
215208,2023-04-27 13:56:17
215209,2023-04-27 13:56:18
215210,2023-04-27 13:56:19
215211,2023-04-27 13:56:20
215212,2023-04-27 13:56:21
215213,2023-04-27 13:56:22
215214,2023-04-27 13:56:23
215215,2023-04-27 13:56:25
215216,2023-04-27 13:56:26
215217,2023-04-27 13:56:27
215218,2023-04-27 13:56:28
215219,2023-04-27 13:56:29
215220,2023-04-27 13:56:30
215221,2023-04-27 13:56:31
215222,2023-04-27 13:56:32
215223,2023-04-27 13:56:34
215224,2023-04-27 13:56:35
215225,2023-04-27 13:56:36
215226,2023-04-27 13:56:37
215227,2023-04-27 13:56:38
215228,2023-04-27 13:56:39
215229,2023-04-27 13:56:40
215230,2023-04-27 13:56:42
215231,2023-04-27 13:56:43
215232,2023-04-27 13:56:44
215233,2023-04-27 13:56:45
215234,2023-04-27 13:56:46
215235,2023-04-27 13:56:47
215236,2023-04-27 13:56:48
215237,2023-04-27 13:56:49
215238,2023-04-27 13:56:51
215239,2023-04-27 13:56:52
215240,2023-04-27 13:56:53
215241,2023-04-27 13:56:54
215242,2023-04-27 13:56:55
215243,2023-04-27 13:56:56
215244,2023-04-27 13:56:57
215245,2023-04-27 13:56:58
215246,2023-04-27 13:57:00
215247,2023-04-27 13:57:01
215248,2023-04-27 13:57:02
215249,2023-04-27 13:57:03
215250,2023-04-27 13:57:04
215251,2023-04-27 13:57:05
215252,2023-04-27 13:57:06
215253,2023-04-27 13:57:08
215254,2023-04-27 13:57:09
215255,2023-04-27 13:57:10
215256,2023-04-27 13:57:11
215257,2023-04-27 13:57:12
215258,2023-04-27 13:57:13
215259,2023-04-27 13:57:14
215260,2023-04-27 13:57:15
215261,2023-04-27 13:57:17
215262,2023-04-27 13:57:18
215263,2023-04-27 13:57:19
215264,2023-04-27 13:57:20
215265,2023-04-27 13:57:21
215266,2023-04-27 13:57:22
215267,2023-04-27 13:57:23
215268,2023-04-27 13:57:24
215269,2023-04-27 13:57:26
215270,2023-04-27 13:57:27
215271,2023-04-27 13:57:28
215272,2023-04-27 13:57:29
215273,2023-04-27 13:57:30
215274,2023-04-27 13:57:31
215275,2023-04-27 13:57:32
215276,2023-04-27 13:57:34
215277,2023-04-27 13:57:35
215278,2023-04-27 13:57:36
215279,2023-04-27 13:57:37
215280,2023-04-27 13:57:38
215281,2023-04-27 13:57:39
215282,2023-04-27 13:57:40
215283,2023-04-27 13:57:41
215284,2023-04-27 13:57:43
215285,2023-04-27 13:57:44
215286,2023-04-27 13:57:45
215287,2023-04-27 13:57:46
215288,2023-04-27 13:57:47
215289,2023-04-27 13:57:48
215290,2023-04-27 13:57:49
215291,2023-04-27 13:57:51
215292,2023-04-27 13:57:52
215293,2023-04-27 13:57:53
215294,2023-04-27 13:57:54
215295,2023-04-27 13:57:55
215296,2023-04-27 13:57:56
215297,2023-04-27 13:57:57
215298,2023-04-27 13:57:58
215299,2023-04-27 13:58:00
215300,2023-04-27 13:58:01
215301,2023-04-27 13:58:02
215302,2023-04-27 13:58:03
215303,2023-04-27 13:58:04
215304,2023-04-27 13:58:05
215305,2023-04-27 13:58:06
215306,2023-04-27 13:58:07
215307,2023-04-27 13:58:09
215308,2023-04-27 13:58:10
215309,2023-04-27 13:58:11
215310,2023-04-27 13:58:12
215311,2023-04-27 13:58:13
215312,2023-04-27 13:58:14
215313,2023-04-27 13:58:15
215314,2023-04-27 13:58:17
215315,2023-04-27 13:58:18
215316,2023-04-27 13:58:19
215317,2023-04-27 13:58:20
215318,2023-04-27 13:58:21
215319,2023-04-27 13:58:22
215320,2023-04-27 13:58:23
215321,2023-04-27 13:58:24
215322,2023-04-27 13:58:26
215323,2023-04-27 13:58:27
215324,2023-04-27 13:58:28
215325,2023-04-27 13:58:29
215326,2023-04-27 13:58:30
215327,2023-04-27 13:58:31
215328,2023-04-27 13:58:32
215329,2023-04-27 13:58:33
215330,2023-04-27 13:58:35
215331,2023-04-27 13:58:36
215332,2023-04-27 13:58:37
215333,2023-04-27 13:58:38
215334,2023-04-27 13:58:39
215335,2023-04-27 13:58:40
215336,2023-04-27 13:58:41
215337,2023-04-27 13:58:43
215338,2023-04-27 13:58:44
215339,2023-04-27 13:58:45
215340,2023-04-27 13:58:46
215341,2023-04-27 13:58:47
215342,2023-04-27 13:58:48
215343,2023-04-27 13:58:49
215344,2023-04-27 13:58:50
215345,2023-04-27 13:58:52
215346,2023-04-27 13:58:53
215347,2023-04-27 13:58:54
215348,2023-04-27 13:58:55
215349,2023-04-27 13:58:56
215350,2023-04-27 13:58:57
215351,2023-04-27 13:58:58
215352,2023-04-27 13:58:59
215353,2023-04-27 13:59:01
